name,latitude,longitude,address,rating,review
Yogyakarta Batik Monument,-7.8011159,110.3646172,"59X7+HR5, Jl. KH. Ahmad Dahlan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",4.5,"A simple monument. Nice! - Looks like copper plate (not sure, could be iron) depicting three Yogyakartan pattern batik. - Public spaces in downtown of Yogyakarta But, this place too crowdy and not maintained very well. - The smell is not good. Beware of ""outdoor toilet""! - Too crowded"
Sambisari Temple,-7.7625251,110.4470357,"Jl. Candi Sambisari, Sambisari, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Indonesia",4.6,"Amazing site. Grass and toilet was very clean.
Need more description for whole information. Provide local guide could be nice - Great view, you can just sit and enjoy the nice scenery from top of the sites. Its recomended for a short trip because the place is less busy than other sites - One of underground Hindu''s temple in Yogyakarta Indonesia.Not only unique,but this temlle also beautiful specially when nice weather that we can see the Merapi volcano es well. - The place is beautiful even not much to see. You can eat local soto with very cheap price (Soto Mbah Katro), you can walk there about 5 minutes. - Historic place which you can learn ancient structure and architect from 9 Century."
Air Terjun LEPO Dlingo,-7.9491299,110.4719945,"Dusun, Jl. Pokoh, Dlingo, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783, Indonesia",4.2,"Beautiful waterfalls. Was quiet and no tourist at all. unfortunately facilities are totally destroyed. Toilets are all damaged. Some rubbish here and there. Looks abandoned. Would be great if the authorities do something about it. - Was here with my buddy, when there was no one there. Peaceful and lovely. Possible for swimming. Better you go on rainy season, so the waterfall will (more) exist. Clean and tosca water, keep it up. Be careful when you going down to this place because quite slippery and I guess it''s free? - not to bad for small waterfall. Easy to find with google map.
from the parking area you need to walk to the waterfall and it take around 15 minuets. The water was clean and still nature. it is not a high waterfall, then you can also do little jumping. - I came here and it was so quiet. Nobody came here except me and my friend, so it just two of us in this area, even i didnt pay to came in :3 the water''s so clean and relaxing, it is very beautiful place. The governments should care and develop this tourist attraction - it is a beautiful small waterfall and some natural pools with really fresh and clear water. though this place needs better maintenance"
Blue Lagoon Jogja,-7.7028328,110.4491103,"Area Sawah, Widodomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584, Indonesia",4.3,"the place is good, the water is clear, the air is still fresh & the place is also still natural. but, in my opinion, just a little less tidy. And for ticket, it''s only 10 K and you can get free drinks (of course 1 ticket 1 drink) you can choose what you want to drink. Also there a lot food shops so you don''t have to worry if suddenly you feel hungry 😂 - Good place to hanging out with friends and familiy.
It''s cheap and reasonable price, only 15k you will got drink and gorengan. - Well cared facility! The freshwater are also cold and really fresh. The environment are also very comfortable and the people who lived near there were also nice. Will definitely back to this place again to refresh my mind and body. - I like this place, they do their best to taking care of this place. There''s 10.000 Rupiah entrance fee per/person and 2000 Rupiah motor bike park fee. - Great place to have a good time with family or friend. There are several sections of the rive with different depths of water from the shallowest to the deepest like 3 m depth, so you can choose which one is suitable for your swimming skill."
Gunung Gamping,-7.8046696,110.3196567,"58W9+4VM, Jl. Gamping Tengah, Gamping Tengah, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294, Indonesia",4.3,"Cycling here and found big stone of heritage. More inside, you will find a pool with 2m crocodile. A lot of old fruit tree. Visit and find it😍 - Good place for spritual - It''s a quiet and tranquil place, located just after the historical site of Kraton Pesanggrahan Ambar Ketawang. Forams fossils are seen on its surface, only if you''re bright enough. An important geosite which tells us about early living creatures of Java, as well as a monument, leftover of a great limestones series, exploited to maintain Yogyakarta splendor. Traditional ritual are held annually at this place. - The place is good, but still no facilities there ... - one place to conservation, education and culture ..."
Gamplong Studio Alam,-7.8057936,110.2367304,"Gamplong 1, Dukuh, Sumberrahayu, Kec. Moyudan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55563, Indonesia",4.5,"Very interesting and enjoyable experience.
Many buildings to view, throughout the trip it was really good to be to sit and touch most of the exhibits. The tram ride is fun too!
Excellent friendly and knowledgeable staff made this a great trip.
Thank you to all involved. - It was great experience and imagine how Hanum made a movie in this studio…
The studio is so detail..
I love Kumuh place.. so authentic and just like the real one..

Also It''s easy to get here, before or after airports it’s recommended to visit this place.
You just buy the tickets on the venue, and I think is cheap.. only 35k for all place… also the tickets is cooll.. so I really love to keep it as a souvenir. We can enjoy the old train bringing you inside of the studio for movies. We can explore each houses with different themes. Lovely moment in yogya, if you love making content or photography, you would love it. - If you enjoy taking photos while travel, half a day won''t be enough. Cause every spot is worth to be captured. Choose comfy clothes, cause if the weather is sunny, you might sweat a lot. Parking car 5K, entrance ask donation as you wished to pay, and 4 tickets fee bundle 35K. I suggest to choose bundle 35K if you want to experience the trem ride, if not, just choose 2 tickets of ainun and antique only, cause another 2 is for trem and coupon discount to purchase drink. - Worth to try if you wanna visit this place in the future. Better to buy all the ticket package around 35k rupiah and you can enjoy all the facilities. The road to reach this place is bus-able so don''t worry about this matter. - It''s easy to get here, studio alam gamplong. You just buy the tickets on the venue and enjoy the old train bringing you inside of the studio for movies. Some movies are taken here but it''s absolutely nice. You can explore each houses with different themes. And you may keep the ticket as your collection. Lovely moment in yogya, kids would love it."
Kedung Pengilon,-7.8559123,110.2889364,"47VQ+JHM, Petung, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751, Indonesia",4,"Hard to find because there is no sign..
It is small, and once a group is already there to swim, you loss the view 😅 but definitely nice to see if no one else''s there 👍 - Not really worth because I cannt find huge waterfall as my expected. I went there by car (Nissan : Xtrail) and not knowing that it was so difficult to pass the way because a narrow road. 😕 And you have to tracking down about 200meters . Be carefull because it still natural and the stairs not settle yet - Popular spot to bicycling. The waterfall debit depend season, less facilities, need to improve to be more attractive - It''s a great place you can visit touristers! Free but should take a walk to get there. - The impression that I got from this place is a kind of entering a mystical land. Probably it is because of the waterfall and the pond that surrounded by a lot of trees that make not much light could enter the whole area freely. However, the water is cold and pure and we could see a lot of locals enjoying swimming in the pond."
Kedung Pedut Waterfall,-7.7699875,110.1210707,"Jl. Kutogiri Gunung Kelir, Kembang, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674, Indonesia",4.5,"Don''t come on the weekends. There is way too much people in every pound and the areas for photos have lineup. 😂
Water is crystal clear and greenish blue. Would have been terrific during the weekdays to come here for a swim.
Quite far from Yogyakarta center though 90 minutes drive.
Big ticket to get in but very good price and have Wi-Fi available for free at the top.
They have several shops along the way that have food, drinks and souvenirs. - First time visit this place and didn''t have time to go below where the pool was, the access road was a lot inclining and narrow too, sometimes the truck is passing through this road too and if you use a car to go here just be patience. Would come here again to bath in waterfall. - I got lucky because I came here on weekdays so the place was not crowded. You have to walk pretty far to reach the waterfall and the road was kinda steep you need to be careful. But the walks are all worth it beautiful pond the water is clear and a bit chilly. You can rent life vest for 10k it have 2 pond one is 4m deep and other is 1,5m deep. Very nice experience - Wonderful and exciting place. Be sporty to visit here. Fresh flowing water to swim. Healthy climate. - A deep 25m pool in a very well developed but still natural area. 20k+3k for bike parking are absolutely worth it. A nice trek, even sort of rock climbing with ropes included, leads to several layers of this waterfall.
Not crowded on weekdays, maybe more people Friday through Sunday."
Wanadesa - Telagadesa Potorono,-7.8314977,110.4205514,"Salakan, Potorono, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55196, Indonesia",4.5,"nice lake ...... unless children playground can make much better - A small and nice place for jogging or just hanging out with the family in the morning ... Its also nice to enjoy biking around
Kids can feed the fishes with pellets sold around
Or eat breakfasts with some traditional food sold around

I like the atmosphere ...
I could stay for whole day just looking to the fishes schooling around the pool - An exciting place to spend time with family.. free.. - Sip - Local Ecotourism"
Grogol Tourism Village,-7.7399571,110.3024078,"Grogol, Kadipiro, Margodadi, Kec. Seyegan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55561, Indonesia",4.3,"cool place to invite children to play outbound here - nice :)) - another place in Jogja for runaway from routine. feel the fresh air and water. will be miss that place - My child has a camps event here. He likes the place much. He can play safely with his friends and he is very happy with the fish he got. - Kid friendly, outbound place, worthed"
Jurang Pulosari,-7.8609616,110.2870897,"47QP+JR8, Sendangsari, Pajangan, Krebet, Sendangsari, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751, Indonesia",4,"A simple recreational park on hilly green grounds with a small but beautiful waterfall (in rainy season only) in Krebet, Sendangsari, Pajangan District, Bantul Regency, Yogyakarta Special Region. Around the waterfall there used to be food shops offering simple foods like instant noodles and snacks. On my last visit long before the outbreak of the COVID-19 pandemic, the place was empty, but still a cool, quiet and beautiful spot to escape the heat of the day. - Nice waterfalls, not crowded as many are in Indonesia. A little bit hard to reach and really slippery.

The road to get there is... Impossible. You have to be a good scooter driver. There is a cost to park (3K). - December 2018, wrong fotos shown here, it''s a big pool but at the beginning of the rainy season there isn''t enough inflow to make it nice. A smaller pool nearby is good for letting your legs hang in and enjoy the silence... as long as there are no young rascals disturbing the peace ;-) - The best month to visit Jurang Pulosari is in the rainy season, from September to February. At that time, the volume of the water stream is huge, and we can see the waterfall looks full and nice. In contrast, in the dry season, the stream of the waterfall is limited. We can swim in the pond below the waterfall. The water comes from some natural spring from limestone hills around. - Parking area has to be upgraded. Nice view."
Green Kayen,-7.7376335,110.3852529,"796P+W4R, Kayen, Condongcatur, Depok, Sleman Regency, Special Region of Yogyakarta 55281, Indonesia",4.6,"A nice and serene park to rest when you''re cycling around town. The pavements are smooth. They have some gazebos and chairs for visitor. No need for buying ticket to enter the park because nobody''s even guarding it. However, I think it still needs improvements though since it still seems barely touched. - Beautuful free park. Like its name there lots trees and scrubs. River dam contribute to the serene sound very peacefull .. - Nice view and hv gazebo to rest - So nice - good view but not very good access"
Puncak Suroloyo,-7.6463247,110.1810625,"Keceme, Gerbosari, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673, Indonesia",4.5,"Puncak Suroloyo offers a number of ''peaks'' to view beautiful landscape of Kulon Progo and Magelang from about 800-900m above sea level. Unfortunately, it''s often covered with heavy fog in early morning. You need to be lucky to get nice clear blue sky-when you maybe able to see the Borobudur temple from a distance. The entrance fee is only Rp.6K/person. It''s only 3 star, maybe because of the pandemic, there''s little maintenance, broken stairs and observation cottages left in disrepair. - A little piece of heaven. It''s a fascinating peak in Suroloyo. Very well recommended to healing. It takes an hour by motorcycle from Jogja. I love it so much. We breathe fresh air with a wonderful landscape.
We need to step up a bunch of stairs before enjoying Merapi mountain, Jogjakarta view, and Magelang. - Oh! I love my mornings ride! Went here by bike alone 🍁 So easy to follow the maps. I even asked a local, a lady who was in her way to the field. So friendly! The sun is rising and the orange light hits the mountains or Gugusan Menoreh precisely was enchanting. I keep riding my bike, took a deep breath and felt the brisk mountain air fill my lungs. Fascinating!
A couple minutes to the parking spot, I cannot not to stop to adore a magnificent Mt.Merapi. So clear!
Climp up the stairs and we reach the peak! We can see some mountains! The heavenly sunrise warmed the bright morning. Perfect journey! - Amazing view from top of it. Small roads bit scary. But it adventurous. If you scared to drive in steep roads better to go from Bigaran road. Because it''s not too steep like Banjarasri. It''s nice place for weekend refreshing. - We can enjoy the panorama of Magelang and four big mountains from top of Suroloyo. Beautiful scenaries we found during traveling to the peak"
Geoforest Watu Payung Turunan,-7.9743125,110.4364375,"Turunan, Girisuko, Panggang, Gunung Kidul Regency, Special Region of Yogyakarta 55872, Indonesia",4.5,"A nature and outbound location managed by the local community at Panggang District, Gunung Kidul Regency, Yogyakarta Special Region. Clean toilets and musholla (moslem prayer place) with limited fresh water supply. A desolate place. Visitors can reach the place from a good road (the Playen-Panggang route), but the track leading to the location is muddy and slippery in the rainy season. - It''s a great place to capture the sunrise and if you are coming here morning enough there will mist on the valley, it seems like you stand above the cloud. There is a gazebo or local people called joglo, that we can hire as a place to gather with friends and families. The place is sorrounded by jati forest, so we can always fell the wind in our face. Public facilities available at this spot are toilets and a musholla. There are a lot of spots for you to take your picture, whether alone, with your friens or your love one. - Never seen such view before. I dont expect it was this good. The arts r also cool with their value. Breathtaking view. Worth to visit! U never find this kind of view near town in java. - A wonderful place!
Good roadway, friendly uphill road, no stairs ... And then right after enter the gate, an amazing panorama appears in front of our eyes ...
A large sea of cloud below make us feel in a land over the cloud ...

This place is best for whole family to enjoy the sunrise over the cloud

This place is better for ones who hate either stairs or bad road or uphill road ... A gas station there near and some other tourist village also there ... - beautiful view and nice art works. it takes only 1.5 hours from Jogja city"
puncak bucu,-7.8618548,110.4430834,"Ngelosari, Srimulyo, Piyungan, Nganyang, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792, Indonesia",4.1,"Quite place, good for relaxing, nice view
No maintenance for place please someone manage for this place - Very close place to get scenic view of Yogyakarta - The place has a wonderful scenery of the city of Yogyakarta. A great spot to see the city from above. But be careful of the mud that can be distinguished as a soil. Can be added to aware the tourist because if you step on it your pants surely gets dirty. - Wonderful scenery. Great place to relax 👍 - Nice place to enjoy sunrise and sunset. Try uphill with bicycle for greater experience."
Kedung Tolok,-7.9632695,110.3842578,"Jl. Imogiri Siluk, Kajor Kulon, Selopamioro, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782, Indonesia",4.3,"Good place to spend the weekend. - It''s really beautiful on rainy season, and totally different on dry season. However, it''s easy to reach and they have a big lawn for playground and parking - Seasonal time tourist place. Not a good place to go in the dry climate. Airnya kering di musim kemarau. - Nice for quick escape - Nice Place to visit"
Plunyon Kalikuning,-7.6049277,110.4351111,"Kedungsriti, RT.01/RW.06, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583, Indonesia",4.5,"It''s just a bridge but have very nice view of the woods and mountain atmosphere with very cool fresh air - One of the places that must be visited when you travel to Mount Merapi. The landscape is wonderful with amazing beautiful scenery. - Toilet is OK,
bring your own travel sanitary paper/ tissue, if you are a dry-toilet user.

And for locals, the track is pretty simple, Just follow Google maps
Passed 2 gates and paid only IDR 15K on both (prepare more cash when you drive bigger vehicle with more passengers)

Note:
Additional IDR 2 K for 2 wheelers /motorbike  for parking. - Easy to reach, come early in the morning for short hiking and don''t forget bring your drone.
Park and walk into it, just follow google maps and nearby there are a parking space.

Tempat Hiking yang nyaman, hanya parkirannya susah - Be careful if you fly a drone here, because it''s prone to crashing into trees."
dolaNdeso Boro,-7.6984409,110.2220666,"Depok, Banjarasri, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672, Indonesia",4.4,"The restaurant offers delicious traditional home cooked dishes with extremely affordable place. There are canoes for rent with only ten thousand rupiahs for 30 minutes and also you can rent fishing tools here. Unfortunately, the inns were poorly maintained during the pandemics. - Well, good option to get away with family. Adequate facilities for various type of gatherings. Food is standard. Price is affordable. Parking is sufficient. No complaints. However, maintenance such as regular painting would be better. The speed and the hospitality in the canteen area also needs improvement. - Spent a lot of time here, in PPBIY family gathering, so much fun the place will make you back to nature, there was cows, fields, mud hahah your child would be overjoyed. The water rafting is the best choice to be tried here, and the last is the food, the food is standart like you were in your hometown - Having an opportunity to stay in this place which has a fresh air. I stayed at traditional room made from Bamboo and wood. I got a privillegde to climb Sembrani Mount and tried river tubing. - Love this place so much. Lot of blended experiences with nature with local atmosphere. The staffs are kind and helpful. Recomended for you who want to have outbound experiences on the simple natural place."
Gunung Ireng,-7.8827926,110.4896548,"Ngrancahan, Pengkok, Patuk, Gunung Kidul Regency, Special Region of Yogyakarta 55862, Indonesia",4.5,"Accessibility to the actual place is quite difficult. But there are motorcycle parking around the area, and not sure for the cars. Filled with locals. You buy the ticket through ticket stall on the spot. But the views upon the hill was mesmerising 🥰❤️
Worth to mention, Gunung Ireng is a rocky hill. Prepare for hike shoes with comfy wears. It gets real hot in the afternoon🌞
I wished it couldve been more proper in the future, because i think they got potential for local cultural-based tourism visit ✨️ - Nice Place, Near from Yogya City. - Woawww, this place is Super Amazing!!!!😍😍.  We went here for sunrise. Well, I think not many people know about this place. When we were here, there were only 8 people, including us. From Yogyakarta city, it took us less than 30 minutes driving because there was no traffic at all. This place is located near Bukit Bintang. We start our journey early morning around 4 a.m. Peuhhhh,,, the way to get there was fine, but there were no lights around the street so we needed to drive carefully. The road in the early morning is so dark and quiet (pretty creepy, tho)😂. Google Maps showed us the exact location. The entrance fee is only 3K rupiah per person, scooter parking fee is 2K. It is definitely worth it to enjoy sunrise or maybe sunset. :) Here are our sunrise pictures with natural misty or foggy views. 😘 - I think this is good place to see sun set and sun rise and also this place is free. so what you expected from free place.
Actually this place has gorgeous view, you can see cloud is bellow you.
Unfortunately, it''s hard to get here, there''s only small and broken street toward here
I think it could be more beauty place, and will invite a lot of people to come here. - Easy access. Just use google map and you will find it. I was the first person who got there, it was around 5.45 am. Went here for sunrise, it was cloudy but i managed to took the ray of light behind the cloud."
Luweng Sampang Waterfalls,-7.8098144,110.5721581,"Jl. Juminahan, Kayen, Sampang, Kec. Gedang Sari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55863, Indonesia",4,"The most interesting of this place is its history. It parts of the past when the earth stood still. The actual waterfall of Luweng Sampang is only five meters high. Admittedly that is not impressive. However, what it lacks in height is compensated in uniqueness and beauty. The actual drop is happening deep inside a thin intricate canyon. There is no easy way to enjoy the actual waterfall without entering the canyon - Avoid. At. All. Cost. It’s abandoned since the pandemic. No maintenance. Trash everywhere. Abandoned parking lots with weeds growing. Broken stairs. Muddy water. It ruined my mood instead of giving me tranquility. Since there was no one there, nobody will ask you for money to enter. - My first time visiting this place! I never doubt the beauty of nature, this place is really fascinating. But feel a bit sad there was no internet connection in the area, so can''t upload any photos and videos directly. I asked some local people nearby, the wifi is actually on, but they told me not working, can''t access at all. so it just a waste. Entrance fee and for parking, pay as u want (logically ya;) but I do love the ambience, surrounded by trees and the sound of water from the river. Once it is still called ''hidden paradise'', then the place not so touristy. Its easy access to reach if u drive from Klaten, Kalasan/Prambanan rather than from Jalan Wonosari itself. Come come! - Bear in mind we went int he dry season so please check ahead to see if the waterfall is in full flow. The site is hard to get to but the road is driveable. The parking is small but there was no charge. The site starts ont he otherside of the road and there are lots of steps down and around the river and waterfall. As you can see from our pictures there was very little water. The rock formations were fascinating and I ma sure they pictures would be far grabder in wetter weather - if you dare drive the roads! There was a lot of litter around which was a shame as there are plenty of bins. There are no toilets. There is a little shop by the exit. Our total time here was about 30 minutes - 5-10 walking througha nd then taking lots of pictures. A local boy called me a duck but that was more entertaining than rude. Give the place a chance but check ahead the weather. - What a lovely place! Peaceful and clean. Water isnt blue as you can see on instagram or google. Good for healing moment hehe. You just need to pay 2k to park your vehicles and pay whatever you want for cleaning fee."
Batara Sriten Reservoir,-7.8321113,110.633017,"5J9M+562, Sriten, Pilangrejo, Kec. Nglipar, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55852, Indonesia",4.5,"Best view around gunung kidul and klaten, access to location is easy with good paving road, less traffic, many Instagrammable view with public support facility such as mosque, toultee and small shop - This such a great place to refreshing your mind from a stuckness on your everyday routinity. This place have a great view, you can camp there. It''s a highest land on Gunungkidul Regency. Only 10k (2 person + 1 motorcycle) you can get in here. The artificial lake is also good, this is the first you will see when u get here. Make sure your vehicle on good condition because with it uphill and broken roads. Near about 1,5 hours from centre city of YK, but once again, this such a great place you have to visit when you in YK. - The track is very shocking. Prepare your body, mental, and your vehicle. The highest  water reservoir in Yogyakarta and the highest place in Gunung Kidul. The view is very amazing. Beautiful sunset and sunrise (if you lucky) or a foggy day. - Nice spot for sunrise and sunset hunter...
Prepare your ride, and please do not litter.. - Highest point of Gunung Kidul, very nice view, good atmosphere"
Goa Rancang Kencono,-7.9494598,110.4927262,"Mungguran II, Bleberan, Playen, Gunung Kidul Regency, Special Region of Yogyakarta 55861, Indonesia",4.3,"You should definitely stop & check out the cave while you are here. The guides are very knowledgeable, but do not speak English. Thankful, our driver was able to translate for us. It''s very different from most caves in the area because it contains such a large open space (big enough to be used for badminton). The area outside the cave is nice for enjoying nature or having a picnic. - A unique nature attraction and historical site not so far from the famous Srigethuk Waterfall in Bleberan, Playen District, Gunung Kidul Regency, Yogyakarta Special Region offering a cool natural rocky well with large enough caves on its wall. The well is shallow but wide. Visitors can explore the caves or sit on a concrete circular platform surrounding a bayan tree. The place is believed to have been a meeting point for prominent preachers of Islam centuries ago (the Walisongo). There were no public facilities as I came here long ago with my family. It was a shooting location for a national action film. - Goa Rancang Kencono is a pre-historic cave which has beautiful view and manage by local people in Bleberan village. It has good access and nice road from Yogyakarta. - amazing heritage to tell us more about the struggle of Indonesian Independence - Dark and isolated. If you want to feel a claustrophobic experience, just come. Entering the cave, you will be greeted by a huge tree called ""Klumpit"" or Terminalia edulis (its scientific name). Then you will get narrower space when get insider."
Kawasan Ekowisata Gunung Api Purba Nglanggeran,-7.841986,110.5415759,"Nglanggeran Wetan, Nglanggeran, Patuk, Gunung Kidul Regency, Special Region of Yogyakarta 55862, Indonesia",4.5,"Wonderful mountain and view, especially its sunset. The track is moderate with high cliff on the left and right. There are two narrow tracks that is dark although at midday. At the top, we can see Merapi and Merbabu mountains if the weather is clear. Also, we can find some hand-made wooden tracks. - Be sure to be in good fitness for the hike up, and careful not to wear any loose fitting hats as the winds blow strong at the top. And the company of monkeys patroling the top are quite aggressive, so be wary of that.Otherwise, great view and cool winds. - You have to hike . If you''re not in a good shape, or don''t have several hours to spent, then go to Embung instead and enjoy the scenery of cliffs from there . The track well maintained. There are 5 huts. The first one is about 30 minutes hike. The last one is one hour away from the first hut I guess. Like many places in Yogya, the way out or go down is a lot easier or less steep. Use it instead. You won''t break any rules. It''s just further from the ticket gate, no one knows it prior hiking. so people tend to use the steep track . We informed by drinking sellers up there. - Hike for 1 hour and you get to see amazing nature! It was worth it! - Great place"
Tlogo Putri Kaliurang,-7.5935842,110.432325,"CC4J+HW8, Jl. Tlogo Putri, Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582, Indonesia",4.6,"Been visiting this place since childhood. Weather is not as chilly as before, but still much cooler than Yogya city. This is the place to buy various traditional Kaliurang snacks - jadah, tahu tempe bacem, grubi, ampyang - and to eat Rabbit satay.

Sometimes monkeys will play around at the parking area. But not today. - A nice place to spend time among some monkeys around, and enjoy the food from the local stalls, with a gentle breeze caressing our faces 🐵 - Great Cold place with Tasty foods around..
Monkeys are everywhere.. snacks for monkeys available at stores around.. - Pleasant little waterfall and nice cool jungle.  Infrastructure could use some attention. Monkeys are tame enough to get a good look, but not so tame that they''ll put their hand in your pocket and rob you.
Well worth the local price of 7rb rupiah, but foreign price (over 20x more!!) feels like a cruel joke. Definitely not worth paying 152rb. - I hope that the playground and picnic area is more than that."
Indrayanti Beach,-8.1506589,110.6126311,"Indrayanti Beach, Special Region of Yogyakarta, Indonesia",4.5,"Beautiful, clean and thick white sand and quite far from the breaking waves, thus quite safe for children - The beach with beautiful coastal views, we can enjoy the waves and white sands from the south coast. Don''t forget to buy coconut drinks from the locals. Just to freshen up your day! - Finally, a white sand beach in Yogyakarta. It''s clean and the seawater is crystal clear. There''s a huge rock on the both left and right side that you can climb to see the vast blue sea. The entry tariff is cheap, only 10k rupiahs per person, and to climb the rock is 3k rupiahs

Just be careful, though. The road that heading to this beach is having so much blind spot. Drive/ride carefully, and you''ll get there. - We can get beautiful views from this beach. Indrayanti Beach has a beautiful view. The color of the clear water can cool the eyes and it is very pleasant. - Good Place to relax and doing some cullinary here. People say the restaurant is okay."
Pantai Nglambor,-8.1827028,110.6792399,"Pantai Nglambor, Pantai, Purwodadi, Tepus, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia",4.4,"Nice and very beautiful place to visit.  With unspoiled scenery and friendly people.
Everything is available on there.
The adrenaline-challenging till underwater spot.
An extraordinary and exotic holiday experience.
Thanks all
🙏👍 - One of the best beach in Gunungkidul. The access is limited, you can not bring your car here. You can take a 800 m - 1 km walk from the parking area to the beach, or you can ride your motorbike / take ojek motor (Rp 5000 per person). There''s a snorkeling shop facility so you can rent snorkeling equipment there. - I visited Nglambor Beach 5 year ago lol but i will give a review when i visited that day, Nglambor Beach is one of beautiful beach in Gunung Kidul area, there''s a lot of spot that u can used for take a pic ahaha also in Nglambor Beach u can snorkling, for snorkling u can rent the equipment there plus the documentation used gopro. - beatifull scenery,amazing.a bit far from entrance.
but you can rent a motorcycle (ojek) 5000 rupiah for one way per person.
far if you go by walking to the beach.beach is hidden,need go down by walking.
you can snorkle here,and cheap for snorkling.
if you want to snorkling,please come in the morning because after 11.00am the wave become big and bigger. - The place was cool! It has many activities to offer, even for a snorkeling. You better coordinate with the admin when is the best time to snorkeling. Fee for activities also wasnt very expensive. The beach itself is still clean. Oh, use ojeg to go inside the beach. Its quite a walk to go there."
Pantai Jogan,-8.180135,110.6763715,"Pantai Jogan, Jl. Pantai Siung, Pantai, Purwodadi, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881, Indonesia",4.3,"The Jogan (Njogan) Beach in Tepus District, Gunung Kidul Regency, Yogyakarta Special Region is unique because it has a waterfall from a cliff flowing down to a beautiful little bay with a cave, but bathing at the bay is not recommended. Visitors can go down into the cave behind the waterfall (but it''s not free), either through a ladder or by rappelling/abseiling through the waterfall. There are food shops and clean toilets. The path from the main road to the site still needs to be improved. - Its a beautiful and clean beach, the authorities really take care this beach, you can also see a cave, and waterfall right on it. The range of price is around 15.000 - 35.000. I have a nice time right there. They have a nice guide and will offer to help taking your picture, they won''t charge you, but don''t forget to always pay the entry to every spot you want to go. Have fun~~ p.s: the road is a bit rough, but it''s okay for bike and car to go through. - The place is small but the view is amazing! The water was crystal clear with smell of sea water.

On normal days you can see a waterfall falling down to the sea. But since there was a big wave hit the rock the other day, the waterfall was closed.

The sad thing is, there are still trashes here and there. 🙄

The road we take, took around 1-2 hours with car from city. - Very scenic spot; great for sunset pix but not for swimming because it is too rocky and narrow for any water activity.
Jogan though offers a cave exploration tour and a small waterfall (small creek that empties into the sea). - This beach become special cos there is waterfall will flow to the sea.but so sad when i came to this beach is dry season. The waterfall is so small. Many villagers use the river for the padi field. There is cave in this beach too. U can go inside and got another view of this beach."
Glagah Beach,-7.9119427,110.0647339,"Glagah Beach, Special Region of Yogyakarta, Indonesia",4.4,"Glagah beach is very wonderful. It has nice  view of its wave breaker blocks. It has many food and souvenir stalls. Now it''s near the new International Yogyakarta Airport. ☀️ - I love this place. I can see the sunrise in the morning and sunset in the afternoon. I also can see airplanes landing and take off. And you can see and find many other foto object beach activities - Lovely as always. This’s not typical tourist beaches. Well yeah there’r some tourist kinda spots in the main Pantai Glagah, known as Pemecah ombak. Usually crowded at weekends for sure. I suggest you to go a bit more into the western area. Voila! You’ll find peaceful beach with some local fishermen. The sunset is absolutely mesmerizing! - Nice beach 🏖 You can chill with a view - the location is very close to the yogyakarta international airport (Kulon Progo).
along the road from the entrance there are many souvenir shops and seafood dishes (fried fish, fried prawns, fried undur², etc.)
it''s better to come on weekdays to avoid crowds, and get photos with a good view 😉
for activities you can rent a boat, play on the beach, or enjoy the sea view while drinking coffee or drinking coconut ice 🥥🌴"
